LoanID,ApplicationID,CustomerID,Product,LoanAmount,InterestRate,LoanTermDays,DisbursementDate,OutstandingBalance,LoanStatus
L0001065,APP0001521,C004793,ACS,25.18,9.44,7,2025-10-19,15.91,Active
L0001066,APP0001522,C000117,Nano,222.53,17.83,30,2025-03-04,0.0,Closed
L0001067,APP0001523,C004497,BNPL,692.5,4.53,171,2025-03-06,0.0,Active
L0001068,APP0001524,C001096,ACS,16.93,6.28,7,2025-01-28,9.68,Defaulted
L0001069,APP0001525,C004763,ACS,23.53,8.71,7,2025-03-26,0.0,Active
L0001070,APP0001526,C001703,ACS,26.72,8.42,7,2025-04-15,16.6,Defaulted
L0001071,APP0001527,C001531,ACS,23.93,8.39,7,2025-06-11,3.42,Active
L0001072,APP0001529,C003951,ACS,10.07,6.42,7,2025-04-08,0.45,Active
L0001073,APP0001530,C001880,ACS,19.15,8.42,7,2025-06-07,12.04,Defaulted
L0001074,APP0001532,C000103,ACS,13.67,8.82,7,2025-05-04,1.39,Active
L0001075,APP0001533,C004493,Nano,282.11,12.93,30,2025-01-03,0.0,Closed
L0001076,APP0001534,C002585,ACS,23.44,6.45,7,2025-06-10,14.04,Active
L0001077,APP0001535,C002684,ACS,17.53,7.92,7,2025-03-27,0.0,Closed
L0001078,APP0001538,C004433,ACS,29.92,9.37,7,2025-05-10,1.33,Active
L0001079,APP0001541,C003596,Nano,56.96,15.56,30,2025-07-02,19.73,Active
L0001080,APP0001543,C000332,ACS,17.3,7.26,7,2025-06-13,11.73,Active
L0001081,APP0001544,C000613,ACS,16.31,7.18,7,2025-06-17,2.45,Active
L0001082,APP0001545,C000610,BNPL,828.22,3.44,124,2025-08-26,384.17,Active
L0001083,APP0001546,C000348,ACS,6.36,7.06,7,2025-02-24,5.34,Defaulted
L0001084,APP0001547,C003080,ACS,5.22,9.87,7,2025-06-14,0.79,Active
L0001085,APP0001548,C004336,ACS,7.63,6.33,7,2025-07-05,4.17,Active
L0001086,APP0001549,C003999,ACS,6.16,7.7,7,2025-05-17,0.59,Active
L0001087,APP0001550,C003742,ACS,28.27,9.56,7,2025-04-25,0.0,Active
L0001088,APP0001554,C002484,ACS,5.03,6.88,7,2025-01-12,0.0,Active
L0001089,APP0001556,C002287,Nano,246.08,15.19,30,2025-03-02,178.93,Defaulted
L0001090,APP0001557,C001536,Nano,202.3,16.72,30,2025-05-06,5.32,Closed
L0001091,APP0001559,C003906,ACS,25.74,8.57,7,2025-03-15,0.0,Closed
L0001092,APP0001560,C001820,Nano,28.77,14.26,30,2025-02-21,0.0,Closed
L0001093,APP0001563,C002097,ACS,28.21,9.95,7,2025-01-13,0.0,Closed
L0001094,APP0001564,C001052,ACS,15.68,8.71,7,2025-02-12,0.0,Closed
L0001095,APP0001565,C001400,ACS,12.98,9.93,7,2025-03-20,0.0,Closed
L0001096,APP0001567,C003758,ACS,21.94,7.02,7,2025-02-15,0.0,Closed
L0001097,APP0001569,C004893,ACS,7.71,6.6,7,2025-04-24,0.72,Active
L0001098,APP0001570,C004855,BNPL,983.94,4.15,156,2025-03-20,0.0,Closed
L0001099,APP0001571,C003362,Nano,42.59,16.32,30,2025-04-04,13.66,Active
L0001100,APP0001572,C004954,ACS,24.6,9.77,7,2025-09-02,12.67,Active
L0001101,APP0001573,C004319,Nano,39.23,16.91,30,2025-08-25,15.12,Active
L0001102,APP0001574,C003758,Nano,78.28,12.13,30,2025-06-10,40.89,Active
L0001103,APP0001576,C004186,Nano,67.38,15.47,30,2025-04-06,0.0,Closed
L0001104,APP0001577,C001705,BNPL,871.81,2.44,116,2025-04-06,0.0,Closed
L0001105,APP0001578,C000518,ACS,21.58,7.78,7,2025-03-18,0.0,Active
L0001106,APP0001579,C002829,BNPL,974.64,3.78,124,2025-03-29,48.33,Active
L0001107,APP0001580,C000616,ACS,10.56,8.4,7,2025-04-17,0.0,Closed
L0001108,APP0001581,C000462,Nano,73.23,14.46,30,2025-07-06,49.58,Active
L0001109,APP0001583,C004558,ACS,25.86,8.44,7,2025-02-03,0.0,Active
L0001110,APP0001584,C000316,ACS,13.29,6.5,7,2025-09-06,6.77,Active
L0001111,APP0001585,C001973,BNPL,638.6,3.68,154,2025-02-06,0.0,Closed
L0001112,APP0001586,C003737,Nano,117.18,17.83,30,2025-03-10,0.0,Active
L0001113,APP0001587,C004011,BNPL,586.45,3.07,116,2025-04-18,380.61,Defaulted
L0001114,APP0001588,C000283,Nano,213.12,12.81,30,2025-03-28,0.0,Closed
L0001115,APP0001589,C004470,Nano,53.16,16.37,30,2025-04-04,0.0,Closed
L0001116,APP0001590,C004746,ACS,27.59,8.83,7,2025-02-11,0.0,Active
L0001117,APP0001592,C003271,Nano,66.08,12.59,30,2025-01-16,39.31,Defaulted
L0001118,APP0001593,C002562,Nano,240.52,15.37,30,2025-01-30,0.47,Active
L0001119,APP0001594,C000855,Nano,299.01,17.66,30,2025-02-16,141.37,Defaulted
L0001120,APP0001595,C000618,Nano,112.91,16.91,30,2025-03-25,76.32,Defaulted
L0001121,APP0001598,C004119,BNPL,121.1,3.78,97,2025-05-13,5.66,Active
L0001122,APP0001599,C003092,ACS,8.35,9.78,7,2025-01-31,0.0,Closed
L0001123,APP0001600,C002820,ACS,28.9,9.35,7,2025-04-20,0.0,Closed
L0001124,APP0001601,C000968,Nano,267.49,14.59,30,2025-04-15,66.53,Active
L0001125,APP0001602,C000455,ACS,24.95,7.17,7,2025-04-26,0.0,Closed
L0001126,APP0001603,C001005,Nano,283.35,16.0,30,2025-02-27,0.0,Closed
L0001127,APP0001604,C002004,Nano,196.99,15.43,30,2025-08-17,78.89,Active
L0001128,APP0001605,C001507,BNPL,454.46,4.19,90,2025-05-11,13.12,Closed
L0001129,APP0001606,C002743,Nano,93.08,12.88,30,2025-01-23,0.0,Closed
L0001130,APP0001607,C003909,Nano,232.25,14.7,30,2025-03-04,66.02,Active
L0001131,APP0001609,C004141,ACS,17.21,7.8,7,2025-06-26,2.9,Active
L0001132,APP0001612,C004366,Nano,143.63,16.89,30,2025-08-07,60.9,Active
L0001133,APP0001613,C001745,ACS,10.14,6.2,7,2025-01-29,3.72,Defaulted
L0001134,APP0001615,C004440,ACS,8.19,9.32,7,2025-08-30,3.22,Active
L0001135,APP0001616,C004991,Nano,56.53,15.84,30,2025-07-01,19.91,Active
L0001136,APP0001619,C003033,Nano,33.13,14.28,30,2025-03-02,13.05,Defaulted
L0001137,APP0001620,C004165,ACS,13.55,6.01,7,2025-06-17,4.45,Active
L0001138,APP0001621,C002345,Nano,56.67,14.37,30,2025-05-29,1.32,Closed
L0001139,APP0001622,C000662,Nano,217.21,15.8,30,2025-01-19,0.0,Closed
L0001140,APP0001623,C003678,ACS,17.61,9.17,7,2025-07-06,6.67,Active
L0001141,APP0001627,C002390,Nano,91.67,13.74,30,2025-05-22,1.77,Closed
L0001142,APP0001628,C001565,ACS,9.09,9.34,7,2025-08-07,3.59,Active
L0001143,APP0001629,C000828,Nano,48.73,14.55,30,2025-04-03,0.0,Closed
L0001144,APP0001630,C000507,ACS,10.01,6.16,7,2025-07-16,5.88,Active
L0001145,APP0001631,C004135,BNPL,718.62,4.29,137,2025-06-26,108.94,Active
L0001146,APP0001632,C005000,Nano,26.17,15.24,30,2025-05-11,0.83,Active
L0001147,APP0001633,C003217,Nano,69.22,15.95,30,2025-06-06,38.55,Active
L0001148,APP0001634,C004856,ACS,18.47,6.49,7,2025-04-28,0.0,Closed
L0001149,APP0001635,C001538,ACS,12.78,8.22,7,2025-03-01,0.0,Active
L0001150,APP0001636,C003785,ACS,16.78,7.11,7,2025-03-12,0.0,Active
L0001151,APP0001637,C001985,Nano,296.52,16.1,30,2025-06-14,108.1,Active
L0001152,APP0001639,C003201,ACS,26.63,9.62,7,2025-01-19,0.0,Closed
L0001153,APP0001641,C002062,Nano,121.99,17.68,30,2025-02-07,0.0,Closed
L0001154,APP0001642,C002091,ACS,12.02,9.63,7,2025-06-25,2.13,Active
L0001155,APP0001643,C002153,Nano,203.25,13.36,30,2025-01-07,0.0,Closed
L0001156,APP0001645,C001391,ACS,19.96,6.71,7,2025-05-11,14.14,Defaulted
L0001157,APP0001649,C004941,Nano,232.6,15.01,30,2025-04-14,0.0,Closed
L0001158,APP0001650,C004521,ACS,7.54,7.74,7,2025-02-23,0.0,Closed
L0001159,APP0001651,C001915,ACS,28.13,9.44,7,2025-01-05,23.64,Defaulted
L0001160,APP0001652,C003500,Nano,272.74,14.18,30,2025-01-29,0.0,Closed
L0001161,APP0001653,C002595,ACS,14.25,6.56,7,2025-02-21,0.0,Closed
L0001162,APP0001659,C004388,Nano,205.6,13.99,30,2025-05-14,6.47,Active
L0001163,APP0001660,C001591,Nano,98.82,12.3,30,2025-08-31,38.26,Active
L0001164,APP0001661,C003929,Nano,196.62,15.76,30,2025-03-02,0.0,Closed
L0001165,APP0001663,C003481,ACS,29.99,7.38,7,2025-02-10,0.0,Active
L0001166,APP0001664,C004930,Nano,291.19,15.1,30,2025-03-06,0.0,Closed
L0001167,APP0001665,C001071,ACS,17.74,9.02,7,2025-05-25,0.36,Closed
L0001168,APP0001666,C000103,BNPL,474.07,2.59,119,2025-08-10,219.42,Active
L0001169,APP0001667,C002634,ACS,5.53,6.63,7,2025-02-10,0.0,Active
L0001170,APP0001668,C001654,Nano,113.75,17.64,30,2025-08-06,44.63,Active
L0001171,APP0001669,C003197,Nano,223.72,15.19,30,2025-07-03,60.72,Active
L0001172,APP0001670,C001813,ACS,24.18,9.99,7,2025-03-03,0.0,Closed
L0001173,APP0001671,C004344,Nano,65.72,14.63,30,2025-06-02,9.24,Active
L0001174,APP0001673,C004819,BNPL,246.85,2.97,132,2025-08-10,97.74,Active
L0001175,APP0001674,C001108,ACS,26.73,9.21,7,2025-02-17,14.2,Defaulted
L0001176,APP0001679,C004648,ACS,29.09,8.84,7,2025-04-27,3.08,Active
L0001177,APP0001681,C002413,ACS,29.01,6.21,7,2025-03-13,3.69,Active
L0001178,APP0001682,C004439,BNPL,453.57,4.63,113,2025-03-18,341.02,Defaulted
L0001179,APP0001683,C000151,Nano,273.34,12.27,30,2025-04-16,0.0,Active
L0001180,APP0001684,C002920,ACS,16.8,6.67,7,2025-04-11,11.11,Defaulted
L0001181,APP0001686,C001781,Nano,290.34,15.48,30,2025-05-20,27.03,Active
L0001182,APP0001688,C004045,ACS,7.37,8.06,7,2025-03-20,1.64,Active
L0001183,APP0001689,C000029,Nano,106.96,12.93,30,2025-05-21,16.03,Active
L0001184,APP0001691,C001972,Nano,109.72,13.73,30,2025-07-01,43.43,Active
L0001185,APP0001692,C003766,ACS,19.97,8.26,7,2025-06-21,14.86,Defaulted
L0001186,APP0001693,C004208,Nano,187.47,17.35,30,2025-09-18,95.97,Active
L0001187,APP0001694,C004389,ACS,23.72,8.13,7,2025-02-22,0.0,Active
L0001188,APP0001695,C000512,ACS,29.24,6.01,7,2025-02-09,15.99,Defaulted
L0001189,APP0001696,C004039,Nano,195.32,16.24,30,2025-06-19,52.34,Active
L0001190,APP0001697,C004823,Nano,89.19,14.8,30,2025-01-20,0.0,Active
L0001191,APP0001698,C003896,Nano,27.5,16.41,30,2025-03-02,19.5,Defaulted
L0001192,APP0001699,C001885,ACS,20.57,9.25,7,2025-08-09,9.58,Active
L0001193,APP0001700,C003650,Nano,121.92,15.33,30,2025-05-30,4.49,Active
L0001194,APP0001701,C000339,Nano,121.61,12.21,30,2025-01-06,18.82,Active
L0001195,APP0001702,C001888,ACS,13.26,7.2,7,2025-03-11,2.1,Active
L0001196,APP0001704,C003260,Nano,156.19,17.32,30,2025-05-20,55.45,Active
L0001197,APP0001705,C001326,Nano,208.08,14.74,30,2025-05-25,94.15,Active
L0001198,APP0001706,C002829,BNPL,791.77,3.46,107,2025-07-12,208.18,Active
L0001199,APP0001708,C004818,Nano,43.99,15.1,30,2025-04-10,0.0,Closed
L0001200,APP0001711,C001667,ACS,27.66,7.7,7,2025-07-09,7.4,Active
L0001201,APP0001712,C001110,Nano,290.35,12.44,30,2025-05-22,8.63,Closed
L0001202,APP0001713,C001644,ACS,24.79,7.59,7,2025-02-13,17.24,Defaulted
L0001203,APP0001714,C002289,ACS,22.57,7.92,7,2025-04-17,0.0,Closed
L0001204,APP0001717,C002541,ACS,25.33,6.99,7,2025-04-06,0.0,Closed
L0001205,APP0001718,C002343,Nano,69.99,14.48,30,2025-08-15,38.82,Active
L0001206,APP0001719,C001550,Nano,226.34,14.53,30,2025-03-12,27.83,Active
L0001207,APP0001720,C002906,Nano,172.13,14.1,30,2025-07-05,46.87,Active
L0001208,APP0001721,C001232,BNPL,626.51,2.62,121,2025-05-31,15.73,Closed
L0001209,APP0001722,C004741,ACS,14.78,8.39,7,2025-01-19,1.95,Defaulted
L0001210,APP0001724,C001406,ACS,24.64,8.68,7,2025-04-20,17.59,Defaulted
L0001211,APP0001725,C003464,ACS,17.06,8.41,7,2025-05-15,1.5,Active
L0001212,APP0001728,C003898,BNPL,821.87,2.71,142,2025-02-27,0.0,Closed
L0001213,APP0001729,C001091,ACS,27.27,6.63,7,2025-07-26,10.12,Active
L0001214,APP0001730,C000915,ACS,28.21,9.94,7,2025-02-08,0.0,Closed
L0001215,APP0001731,C002808,Nano,149.09,17.22,30,2025-11-05,112.56,Active
L0001216,APP0001732,C001403,Nano,143.01,16.97,30,2025-06-03,31.61,Active
L0001217,APP0001733,C000602,Nano,124.79,12.42,30,2025-07-17,33.07,Active
L0001218,APP0001734,C004547,ACS,7.08,8.39,7,2025-05-22,0.2,Closed
L0001219,APP0001735,C001727,Nano,264.81,16.29,30,2025-07-09,109.73,Active
L0001220,APP0001736,C004007,Nano,90.86,15.96,30,2025-05-05,2.36,Closed
L0001221,APP0001739,C000939,BNPL,224.75,3.7,99,2025-05-27,32.99,Active
L0001222,APP0001740,C002923,ACS,24.11,9.34,7,2025-04-15,0.0,Closed
L0001223,APP0001742,C001385,Nano,92.21,12.91,30,2025-01-10,41.27,Defaulted
L0001224,APP0001744,C003149,BNPL,431.09,3.95,128,2025-05-21,14.46,Active
L0001225,APP0001745,C001181,Nano,57.53,15.96,30,2025-06-09,10.87,Active
L0001226,APP0001747,C001893,BNPL,909.87,2.29,118,2025-06-02,131.78,Active
L0001227,APP0001748,C001760,ACS,17.96,6.32,7,2025-08-12,15.75,Defaulted
L0001228,APP0001751,C002829,ACS,7.26,8.22,7,2025-09-02,6.62,Active
L0001229,APP0001752,C002689,ACS,12.66,7.12,7,2025-02-03,6.04,Defaulted
L0001230,APP0001753,C000187,BNPL,923.11,2.82,99,2025-06-08,726.24,Defaulted
L0001231,APP0001755,C002523,Nano,235.62,17.59,30,2025-02-28,0.0,Closed
L0001232,APP0001756,C003639,ACS,22.04,6.73,7,2025-04-26,0.0,Closed
L0001233,APP0001757,C000152,Nano,225.45,12.45,30,2025-09-02,114.94,Active
L0001234,APP0001758,C004047,Nano,198.66,14.23,30,2025-07-30,54.01,Active
L0001235,APP0001761,C001094,ACS,7.48,8.16,7,2025-04-22,0.0,Closed
L0001236,APP0001762,C004516,ACS,10.8,8.53,7,2025-07-31,3.0,Active
L0001237,APP0001764,C003953,Nano,81.63,14.91,30,2025-07-01,22.03,Active
L0001238,APP0001765,C004058,ACS,16.67,7.58,7,2025-04-13,11.35,Defaulted
L0001239,APP0001766,C000221,ACS,19.55,8.93,7,2025-04-15,0.0,Closed
L0001240,APP0001769,C002714,ACS,21.9,7.8,7,2025-05-07,1.82,Active
L0001241,APP0001771,C004500,Nano,278.33,17.38,30,2025-01-24,0.0,Closed
L0001242,APP0001772,C003610,Nano,233.9,13.09,30,2025-02-20,0.0,Closed
L0001243,APP0001773,C003560,ACS,16.14,9.45,7,2025-03-21,0.0,Closed
L0001244,APP0001775,C000082,Nano,218.71,14.09,30,2025-08-21,145.02,Active
L0001245,APP0001776,C000017,BNPL,501.73,3.71,180,2025-04-14,0.0,Closed
L0001246,APP0001777,C000952,ACS,10.62,7.25,7,2025-01-04,0.0,Closed
L0001247,APP0001780,C004159,ACS,24.43,8.15,7,2025-04-08,21.28,Defaulted
L0001248,APP0001781,C001964,Nano,99.09,12.58,30,2025-04-12,85.0,Defaulted
L0001249,APP0001783,C003205,ACS,13.84,6.38,7,2025-02-25,0.0,Closed
L0001250,APP0001784,C002323,Nano,257.64,13.19,30,2025-01-11,0.0,Closed
L0001251,APP0001785,C003966,Nano,139.08,13.34,30,2025-02-07,0.0,Closed
L0001252,APP0001786,C002419,ACS,10.88,7.5,7,2025-08-01,4.25,Active
L0001253,APP0001787,C000214,ACS,26.55,7.87,7,2025-09-07,13.63,Active
L0001254,APP0001788,C004269,BNPL,934.45,4.03,157,2025-03-14,0.0,Closed
L0001255,APP0001789,C000664,BNPL,432.35,3.86,100,2025-03-06,38.22,Active
L0001256,APP0001791,C000780,Nano,157.28,17.77,30,2025-02-16,0.0,Active
L0001257,APP0001792,C003938,ACS,23.31,6.28,7,2025-07-25,6.31,Active
L0001258,APP0001794,C004744,Nano,64.73,13.52,30,2025-06-27,9.07,Active
L0001259,APP0001795,C004333,BNPL,567.4,2.98,101,2025-05-20,116.91,Active
L0001260,APP0001797,C001263,ACS,5.01,9.95,7,2025-01-29,0.0,Closed
L0001261,APP0001798,C001372,Nano,32.76,15.25,30,2025-08-24,13.44,Active
L0001262,APP0001799,C000769,Nano,195.65,15.04,30,2025-03-19,140.55,Defaulted
L0001263,APP0001801,C000414,BNPL,129.64,3.28,118,2025-02-09,0.0,Closed
L0001264,APP0001802,C002122,ACS,15.75,7.04,7,2025-06-29,2.32,Active
L0001265,APP0001803,C001409,ACS,8.1,7.54,7,2025-01-25,0.0,Active
L0001266,APP0001804,C000079,Nano,62.17,15.64,30,2025-04-13,0.0,Closed
L0001267,APP0001807,C004389,ACS,16.51,6.18,7,2025-01-17,0.0,Closed
L0001268,APP0001808,C003084,ACS,13.18,6.66,7,2025-08-14,6.0,Active
L0001269,APP0001809,C002480,ACS,29.48,9.62,7,2025-02-25,0.0,Closed
L0001270,APP0001810,C001224,ACS,5.54,8.54,7,2025-05-19,0.14,Closed
L0001271,APP0001811,C002956,BNPL,509.57,4.92,167,2025-05-27,46.62,Active
L0001272,APP0001813,C000140,Nano,284.07,17.41,30,2025-05-19,74.38,Active
L0001273,APP0001814,C001165,ACS,12.88,9.18,7,2025-04-03,1.52,Active
L0001274,APP0001820,C002670,ACS,16.11,7.54,7,2025-03-28,0.0,Closed
L0001275,APP0001821,C004069,ACS,6.5,6.89,7,2025-03-19,0.31,Active
L0001276,APP0001822,C004279,ACS,9.88,8.06,7,2025-04-14,0.57,Active
L0001277,APP0001823,C001908,ACS,7.64,6.17,7,2025-01-19,0.0,Closed
L0001278,APP0001825,C000071,Nano,163.38,16.77,30,2025-03-19,75.98,Defaulted
L0001279,APP0001826,C004245,ACS,19.68,6.54,7,2025-04-16,11.4,Defaulted
L0001280,APP0001827,C001174,Nano,249.13,15.0,30,2025-02-02,40.84,Active
L0001281,APP0001828,C000321,Nano,116.09,13.82,30,2025-02-14,32.88,Active
L0001282,APP0001829,C003013,ACS,7.51,7.34,7,2025-04-07,0.0,Closed
L0001283,APP0001830,C001863,ACS,9.22,8.05,7,2025-01-09,0.0,Closed
L0001284,APP0001832,C002176,Nano,285.25,12.95,30,2025-08-03,210.57,Active
L0001285,APP0001833,C003141,ACS,16.25,6.92,7,2025-05-13,0.54,Active
L0001286,APP0001834,C004009,ACS,12.71,9.37,7,2025-07-01,3.42,Active
L0001287,APP0001836,C003054,Nano,131.22,13.77,30,2025-02-19,100.08,Defaulted
L0001288,APP0001837,C004044,Nano,56.17,12.95,30,2025-01-27,0.0,Closed
L0001289,APP0001838,C003926,Nano,92.33,15.9,30,2025-01-25,0.0,Closed
L0001290,APP0001839,C000863,ACS,24.52,6.64,7,2025-04-08,0.0,Closed
L0001291,APP0001844,C004069,ACS,17.28,9.59,7,2025-06-05,2.49,Active
L0001292,APP0001845,C003975,ACS,21.51,6.38,7,2025-03-13,0.0,Closed
L0001293,APP0001850,C000033,Nano,164.26,14.55,30,2025-05-08,101.37,Active
L0001294,APP0001851,C003419,ACS,7.41,8.61,7,2025-05-21,2.26,Active
L0001295,APP0001852,C003078,ACS,6.45,9.42,7,2025-01-16,0.0,Closed
L0001296,APP0001853,C000826,Nano,299.77,16.89,30,2025-09-05,197.63,Active
L0001297,APP0001854,C002463,ACS,28.55,7.07,7,2025-06-11,22.49,Defaulted
L0001298,APP0001855,C003581,Nano,196.96,14.67,30,2025-06-08,62.13,Active
L0001299,APP0001856,C003895,BNPL,729.89,3.34,167,2025-03-02,366.94,Defaulted
L0001300,APP0001857,C003880,ACS,19.6,9.64,7,2025-02-15,0.0,Closed
L0001301,APP0001858,C000488,Nano,242.72,16.4,30,2025-04-02,56.47,Active
L0001302,APP0001860,C002978,Nano,89.78,14.86,30,2025-03-24,0.0,Closed
L0001303,APP0001861,C000527,ACS,17.53,8.35,7,2025-05-25,4.06,Active
L0001304,APP0001862,C000995,Nano,77.09,17.5,30,2025-01-09,0.0,Closed
L0001305,APP0001864,C002573,Nano,287.56,14.1,30,2025-02-03,213.18,Defaulted
L0001306,APP0001865,C002892,Nano,106.0,14.97,30,2025-04-15,58.89,Active
L0001307,APP0001868,C004562,ACS,19.3,7.14,7,2025-02-04,8.49,Defaulted
L0001308,APP0001870,C000917,Nano,194.03,16.4,30,2025-02-19,45.07,Active
L0001309,APP0001871,C001110,ACS,20.04,9.46,7,2025-06-09,3.27,Active
L0001310,APP0001872,C002876,ACS,12.92,9.01,7,2025-05-17,11.34,Defaulted
L0001311,APP0001873,C004434,ACS,20.4,9.85,7,2025-04-15,0.0,Closed
L0001312,APP0001874,C000029,ACS,24.18,9.68,7,2025-08-22,10.79,Active
L0001313,APP0001875,C001126,Nano,247.1,17.78,30,2025-07-18,78.0,Active
L0001314,APP0001878,C002497,ACS,24.04,9.99,7,2025-03-15,0.0,Closed
L0001315,APP0001879,C003573,Nano,35.59,16.92,30,2025-04-02,0.93,Closed
L0001316,APP0001881,C000662,ACS,11.34,7.43,7,2025-09-21,7.13,Active
L0001317,APP0001882,C002714,Nano,44.04,17.5,30,2025-05-17,1.2,Closed
L0001318,APP0001883,C002100,Nano,153.07,15.27,30,2025-07-11,39.35,Active
L0001319,APP0001884,C000922,Nano,71.56,13.54,30,2025-03-03,0.0,Closed
L0001320,APP0001885,C001305,Nano,294.03,12.63,30,2025-01-11,0.0,Closed
L0001321,APP0001886,C003633,ACS,9.68,6.47,7,2025-08-18,3.73,Active
L0001322,APP0001888,C004342,Nano,255.03,14.54,30,2025-07-07,70.15,Active
L0001323,APP0001889,C000798,Nano,257.04,17.44,30,2025-05-05,162.69,Defaulted
L0001324,APP0001890,C003793,Nano,143.29,13.0,30,2025-08-01,78.32,Active
L0001325,APP0001891,C003149,ACS,11.63,8.69,7,2025-08-20,4.62,Active
L0001326,APP0001893,C003823,Nano,287.17,13.67,30,2025-02-26,104.26,Defaulted
L0001327,APP0001895,C001506,ACS,8.35,9.28,7,2025-02-21,0.0,Closed
L0001328,APP0001896,C000556,Nano,233.14,12.27,30,2025-01-25,89.55,Active
L0001329,APP0001898,C002046,BNPL,319.13,3.7,154,2025-04-08,0.0,Closed
L0001330,APP0001902,C000206,ACS,5.31,8.36,7,2025-11-06,4.02,Active
L0001331,APP0001904,C001259,ACS,26.25,6.17,7,2025-03-12,0.0,Active
L0001332,APP0001906,C004133,Nano,185.28,16.14,30,2025-02-15,22.29,Active
L0001333,APP0001908,C002030,ACS,15.58,6.99,7,2025-05-01,4.62,Active
L0001334,APP0001909,C000038,Nano,194.26,15.44,30,2025-04-29,0.0,Closed
L0001335,APP0001910,C001177,BNPL,370.27,3.33,176,2025-07-29,201.17,Active
L0001336,APP0001911,C002848,Nano,210.98,13.48,30,2025-05-03,16.46,Active
L0001337,APP0001912,C004748,BNPL,676.95,2.72,95,2025-04-03,58.46,Active
L0001338,APP0001913,C000180,ACS,27.52,6.38,7,2025-05-10,0.43,Closed
L0001339,APP0001914,C000779,Nano,45.46,16.55,30,2025-01-08,3.66,Defaulted
L0001340,APP0001915,C001792,BNPL,137.32,3.43,159,2025-03-05,49.48,Active
L0001341,APP0001917,C004751,Nano,294.38,13.96,30,2025-02-01,154.24,Defaulted
L0001342,APP0001921,C004993,ACS,10.76,9.42,7,2025-07-04,8.21,Active
L0001343,APP0001922,C003931,ACS,21.69,8.19,7,2025-02-19,0.0,Closed
L0001344,APP0001924,C001383,Nano,274.77,16.49,30,2025-05-10,57.37,Active
L0001345,APP0001925,C001548,Nano,119.45,15.72,30,2025-02-06,0.0,Active
L0001346,APP0001926,C004919,Nano,196.99,12.63,30,2025-04-14,72.74,Active
L0001347,APP0001929,C000346,Nano,235.07,12.45,30,2025-03-21,196.08,Defaulted
L0001348,APP0001930,C004298,ACS,16.64,8.89,7,2025-02-02,0.0,Closed
L0001349,APP0001931,C000649,ACS,15.13,7.89,7,2025-08-09,9.23,Active
L0001350,APP0001932,C003498,ACS,16.5,7.58,7,2025-05-14,0.34,Closed
L0001351,APP0001934,C000870,ACS,20.12,9.8,7,2025-05-14,1.96,Active
L0001352,APP0001935,C000571,Nano,82.71,12.51,30,2025-04-02,0.0,Closed
L0001353,APP0001937,C004019,ACS,7.53,7.21,7,2025-04-12,6.31,Defaulted
L0001354,APP0001938,C000060,BNPL,383.31,3.35,118,2025-09-19,195.1,Active
L0001355,APP0001939,C003520,ACS,13.59,7.67,7,2025-03-28,0.0,Active
L0001356,APP0001940,C002866,ACS,8.55,8.76,7,2025-04-18,0.77,Active
L0001357,APP0001941,C003972,ACS,26.83,7.51,7,2025-01-21,0.0,Active
L0001358,APP0001944,C002043,ACS,7.51,9.68,7,2025-02-04,0.0,Closed
L0001359,APP0001945,C004936,BNPL,978.18,2.25,141,2025-05-26,758.75,Active
L0001360,APP0001946,C004123,ACS,7.47,9.61,7,2025-01-10,0.0,Closed
L0001361,APP0001947,C001758,Nano,212.62,16.36,30,2025-06-11,167.42,Active
L0001362,APP0001948,C004654,BNPL,780.97,2.7,149,2025-02-21,507.2,Defaulted
L0001363,APP0001949,C000037,Nano,267.92,15.61,30,2025-11-11,201.32,Active
L0001364,APP0001950,C002669,BNPL,881.95,4.23,152,2025-02-02,0.0,Closed
L0001365,APP0001951,C003870,Nano,207.01,17.86,30,2025-02-10,0.0,Closed
L0001366,APP0001952,C003370,ACS,21.62,7.06,7,2025-05-29,1.76,Active
L0001367,APP0001953,C000895,ACS,17.03,9.2,7,2025-06-14,2.95,Active
L0001368,APP0001954,C000730,Nano,36.56,16.11,30,2025-04-11,5.29,Active
L0001369,APP0001956,C004991,BNPL,441.14,2.14,123,2025-05-31,11.73,Closed
L0001370,APP0001957,C003821,ACS,17.35,7.0,7,2025-02-19,0.0,Closed
L0001371,APP0001958,C004290,Nano,202.06,14.11,30,2025-04-24,0.0,Closed
L0001372,APP0001959,C004553,BNPL,661.22,4.01,127,2025-06-03,139.46,Active
L0001373,APP0001960,C004746,ACS,24.2,9.07,7,2025-03-16,1.61,Active
L0001374,APP0001961,C003950,Nano,211.62,15.77,30,2025-03-12,0.0,Closed
L0001375,APP0001962,C003891,Nano,257.3,17.41,30,2025-05-19,7.03,Closed
L0001376,APP0001963,C003949,Nano,295.13,14.89,30,2025-05-26,31.74,Active
L0001377,APP0001964,C001615,ACS,14.51,9.39,7,2025-11-01,11.98,Active
L0001378,APP0001965,C002703,ACS,17.71,9.74,7,2025-08-19,9.81,Active
L0001379,APP0001966,C001109,Nano,26.08,16.49,30,2025-05-05,0.45,Closed
L0001380,APP0001967,C002655,BNPL,329.15,2.83,170,2025-07-31,282.93,Defaulted
L0001381,APP0001968,C002556,ACS,17.96,8.41,7,2025-04-04,0.0,Closed
