ApplicationID,CustomerID,ApplicationDate,Product,RequestedAmount,BehavioralScoreAtDecision,Decision,DeclineReason
APP0000863,C003610,2025-03-11,Nano,209.35,548,Declined,Policy Rule Failure
APP0000864,C004730,2025-02-12,ACS,21.34,654,Approved,
APP0000865,C004339,2025-07-18,ACS,20.88,683,Declined,High Existing Exposure
APP0000866,C004836,2025-06-15,Nano,55.13,660,Approved,
APP0000867,C003377,2025-05-08,Nano,92.79,503,Approved,
APP0000868,C002434,2025-03-12,BNPL,663.17,830,Approved,
APP0000869,C003834,2025-07-05,BNPL,521.95,744,Approved,
APP0000870,C000380,2025-05-16,Nano,197.8,425,Declined,Low Behavioural Score
APP0000871,C004682,2025-04-06,ACS,11.23,793,Approved,
APP0000872,C004595,2025-01-22,Nano,169.57,510,Declined,Low Behavioural Score
APP0000873,C002524,2025-02-24,ACS,5.68,497,Declined,Incomplete Data
APP0000874,C002615,2025-05-03,ACS,6.16,488,Declined,Low Behavioural Score
APP0000875,C002649,2025-07-20,ACS,12.59,485,Declined,Low Behavioural Score
APP0000876,C000695,2025-06-05,ACS,5.31,783,Approved,
APP0000877,C001029,2025-04-25,ACS,15.07,653,Approved,
APP0000878,C003661,2025-03-09,Nano,108.36,651,Approved,
APP0000879,C000164,2025-03-06,ACS,17.47,606,Declined,High Existing Exposure
APP0000880,C003436,2025-10-18,ACS,7.35,644,Approved,
APP0000881,C001526,2025-03-04,ACS,16.27,769,Approved,
APP0000882,C000700,2025-04-28,ACS,9.21,710,Approved,
APP0000883,C002982,2025-03-24,Nano,142.18,383,Declined,Low Behavioural Score
APP0000884,C001375,2025-06-07,ACS,9.98,392,Declined,Low Behavioural Score
APP0000885,C002237,2025-01-05,ACS,21.55,640,Approved,
APP0000886,C004322,2025-07-25,Nano,74.68,612,Approved,
APP0000887,C003490,2025-03-02,ACS,5.85,819,Approved,
APP0000888,C004848,2025-07-17,ACS,29.51,633,Approved,
APP0000889,C001986,2025-04-20,BNPL,725.52,628,Approved,
APP0000890,C002027,2025-06-28,ACS,24.38,781,Approved,
APP0000891,C003436,2025-08-11,BNPL,145.73,637,Approved,
APP0000892,C000673,2025-02-23,BNPL,693.1,512,Approved,
APP0000893,C004286,2025-03-12,BNPL,577.93,529,Approved,
APP0000894,C001760,2025-10-14,Nano,277.57,678,Approved,
APP0000895,C002350,2025-07-04,Nano,214.91,450,Declined,Low Behavioural Score
APP0000896,C002539,2025-05-28,ACS,10.15,755,Approved,
APP0000897,C000334,2025-02-23,ACS,9.03,397,Declined,Fraud Flag
APP0000898,C001503,2025-05-05,Nano,83.48,564,Approved,
APP0000899,C000699,2025-08-02,ACS,20.19,766,Approved,
APP0000900,C003057,2025-06-09,Nano,144.48,306,Declined,Low Behavioural Score
APP0000901,C003533,2025-06-21,Nano,288.02,459,Declined,Low Behavioural Score
APP0000902,C000040,2025-05-26,ACS,23.79,678,Approved,
APP0000903,C000041,2025-10-05,Nano,53.41,369,Declined,Incomplete Data
APP0000904,C004083,2025-05-09,Nano,286.15,656,Approved,
APP0000905,C001674,2025-03-26,Nano,232.07,745,Approved,
APP0000906,C004224,2025-04-10,Nano,27.79,863,Approved,
APP0000907,C003292,2025-06-08,Nano,272.71,604,Approved,
APP0000908,C003918,2025-03-12,ACS,21.41,654,Approved,
APP0000909,C001922,2025-06-16,ACS,14.21,654,Approved,
APP0000910,C001518,2025-04-29,ACS,6.4,624,Approved,
APP0000911,C003613,2025-03-26,ACS,25.09,611,Approved,
APP0000912,C003162,2025-02-19,Nano,79.67,535,Approved,
APP0000913,C002851,2025-04-03,Nano,151.99,743,Approved,
APP0000914,C001827,2025-02-02,ACS,28.88,677,Declined,Duplicate Application
APP0000915,C003069,2025-01-23,Nano,232.8,433,Approved,
APP0000916,C001947,2025-03-29,ACS,18.9,548,Declined,Policy Rule Failure
APP0000917,C004452,2025-06-02,ACS,14.44,694,Approved,
APP0000918,C003546,2025-05-05,BNPL,694.2,767,Approved,
APP0000919,C001986,2025-03-21,ACS,20.02,611,Declined,Incomplete Data
APP0000920,C004218,2025-06-10,ACS,11.13,662,Approved,
APP0000921,C000356,2025-08-14,ACS,25.04,611,Declined,Policy Rule Failure
APP0000922,C004155,2025-05-07,ACS,7.99,706,Approved,
APP0000923,C002075,2025-03-19,ACS,10.29,602,Approved,
APP0000924,C001156,2025-05-31,Nano,60.27,426,Approved,
APP0000925,C004152,2025-02-16,Nano,190.27,677,Approved,
APP0000926,C003291,2025-08-27,ACS,5.9,754,Approved,
APP0000927,C000371,2025-02-12,Nano,287.96,531,Approved,
APP0000928,C001336,2025-02-04,ACS,20.61,351,Declined,Duplicate Application
APP0000929,C002256,2025-04-16,ACS,27.51,743,Approved,
APP0000930,C003143,2025-04-18,BNPL,210.56,548,Approved,
APP0000931,C004033,2025-04-21,ACS,10.25,509,Declined,Incomplete Data
APP0000932,C001837,2025-05-02,BNPL,778.44,639,Approved,
APP0000933,C004044,2025-06-13,ACS,26.1,740,Approved,
APP0000934,C003950,2025-03-10,BNPL,342.1,672,Approved,
APP0000935,C001891,2025-03-18,ACS,23.07,565,Declined,Duplicate Application
APP0000936,C004688,2025-02-20,ACS,26.12,601,Declined,Policy Rule Failure
APP0000937,C004721,2025-02-17,Nano,104.36,751,Approved,
APP0000938,C001450,2025-05-16,ACS,13.74,598,Approved,
APP0000939,C002783,2025-07-26,ACS,15.21,598,Approved,
APP0000940,C004345,2025-09-01,ACS,24.01,650,Approved,
APP0000941,C002695,2025-08-08,ACS,13.89,633,Approved,
APP0000942,C003701,2025-01-30,ACS,7.67,759,Approved,
APP0000943,C003997,2025-04-07,Nano,176.81,491,Approved,
APP0000944,C002831,2025-02-18,ACS,6.35,672,Approved,
APP0000945,C001799,2025-02-13,ACS,18.96,487,Declined,Policy Rule Failure
APP0000946,C002625,2025-03-26,Nano,103.6,804,Approved,
APP0000947,C004162,2025-02-25,BNPL,719.85,672,Declined,Duplicate Application
APP0000948,C001597,2025-06-17,Nano,71.37,608,Approved,
APP0000949,C004222,2025-04-11,ACS,23.69,554,Declined,Policy Rule Failure
APP0000950,C001017,2025-04-06,Nano,279.97,554,Declined,High Existing Exposure
APP0000951,C002311,2025-11-22,ACS,23.58,766,Approved,
APP0000952,C000417,2025-05-25,ACS,12.51,620,Approved,
APP0000953,C004271,2025-07-20,Nano,172.27,696,Approved,
APP0000954,C003563,2025-05-11,BNPL,854.93,742,Approved,
APP0000955,C000592,2025-04-28,ACS,24.7,720,Approved,
APP0000956,C001113,2025-05-20,ACS,6.38,538,Approved,
APP0000957,C002639,2025-02-11,ACS,6.54,677,Approved,
APP0000958,C002477,2025-03-15,BNPL,199.67,658,Approved,
APP0000959,C000563,2025-07-14,Nano,148.5,770,Approved,
APP0000960,C004450,2025-09-28,Nano,70.49,790,Approved,
APP0000961,C002305,2025-01-14,Nano,216.25,671,Approved,
APP0000962,C003356,2025-04-27,Nano,271.35,553,Approved,
APP0000963,C003763,2025-03-18,BNPL,119.9,520,Declined,High Existing Exposure
APP0000964,C000847,2025-01-17,ACS,23.59,728,Approved,
APP0000965,C001668,2025-03-10,Nano,30.51,754,Approved,
APP0000966,C003673,2025-02-07,BNPL,169.88,493,Approved,
APP0000967,C003869,2025-09-10,ACS,15.83,454,Declined,Incomplete Data
APP0000968,C001075,2025-03-21,ACS,29.99,864,Approved,
APP0000969,C001599,2025-08-04,Nano,103.11,788,Approved,
APP0000970,C003900,2025-05-21,ACS,17.8,636,Approved,
APP0000971,C001720,2025-04-04,ACS,29.44,834,Approved,
APP0000972,C000389,2025-06-15,ACS,20.74,520,Approved,
APP0000973,C002490,2025-03-17,BNPL,427.64,528,Approved,
APP0000974,C000709,2025-05-02,Nano,111.66,600,Approved,
APP0000975,C002970,2025-07-21,Nano,98.91,556,Declined,Duplicate Application
APP0000976,C004671,2025-05-16,ACS,7.06,559,Declined,Fraud Flag
APP0000977,C000505,2025-06-06,Nano,49.09,727,Approved,
APP0000978,C001402,2025-08-05,BNPL,757.59,586,Approved,
APP0000979,C002832,2025-10-18,ACS,18.9,562,Approved,
APP0000980,C000754,2025-04-04,Nano,56.18,501,Approved,
APP0000981,C002675,2025-02-26,ACS,15.07,656,Declined,Duplicate Application
APP0000982,C001075,2025-02-28,Nano,85.51,856,Approved,
APP0000983,C003180,2025-07-28,Nano,137.48,881,Approved,
APP0000984,C001806,2025-02-11,Nano,194.64,686,Approved,
APP0000985,C004628,2025-04-05,ACS,8.09,680,Approved,
APP0000986,C004189,2025-03-15,BNPL,747.22,774,Approved,
APP0000987,C004968,2025-09-22,ACS,5.97,542,Declined,Duplicate Application
APP0000988,C000763,2025-03-22,BNPL,109.53,494,Approved,
APP0000989,C004741,2025-09-08,ACS,26.18,608,Approved,
APP0000990,C000079,2025-08-27,ACS,22.82,783,Approved,
APP0000991,C001096,2025-06-15,ACS,7.1,731,Approved,
APP0000992,C004325,2025-01-05,ACS,6.52,684,Approved,
APP0000993,C004312,2025-07-11,ACS,25.7,522,Approved,
APP0000994,C001499,2025-06-23,Nano,45.19,695,Approved,
APP0000995,C004209,2025-02-06,Nano,228.39,326,Declined,Policy Rule Failure
APP0000996,C000385,2025-03-29,Nano,194.78,700,Approved,
APP0000997,C001681,2025-06-01,ACS,26.02,596,Approved,
APP0000998,C000139,2025-05-28,Nano,146.9,681,Approved,
APP0000999,C002587,2025-04-24,ACS,19.45,427,Declined,Low Behavioural Score
APP0001000,C004498,2025-07-01,Nano,58.54,526,Approved,
APP0001001,C003068,2025-01-08,Nano,267.71,760,Approved,
APP0001002,C002616,2025-01-27,ACS,14.02,777,Approved,
APP0001003,C000991,2025-09-14,ACS,10.67,578,Approved,
APP0001004,C003053,2025-04-02,BNPL,126.87,554,Approved,
APP0001005,C001622,2025-02-14,ACS,16.33,630,Approved,
APP0001006,C003081,2025-01-31,ACS,5.04,687,Approved,
APP0001007,C000653,2025-05-17,BNPL,655.84,780,Approved,
APP0001008,C002611,2025-07-06,ACS,23.46,552,Declined,Low Behavioural Score
APP0001009,C002488,2025-05-30,Nano,51.34,579,Approved,
APP0001010,C003847,2025-03-03,Nano,150.47,780,Approved,
APP0001011,C004546,2025-02-22,ACS,16.51,686,Approved,
APP0001012,C004531,2025-01-22,ACS,8.41,475,Declined,Incomplete Data
APP0001013,C001709,2025-05-01,Nano,162.68,635,Approved,
APP0001014,C003206,2025-02-07,ACS,21.46,607,Declined,Low Behavioural Score
APP0001015,C003267,2025-06-11,Nano,216.93,616,Approved,
APP0001016,C004220,2025-10-12,BNPL,215.49,348,Declined,Low Behavioural Score
APP0001017,C004036,2025-05-08,ACS,23.21,647,Approved,
APP0001018,C000049,2025-04-06,ACS,21.57,878,Approved,
APP0001019,C004005,2025-08-17,Nano,62.36,393,Declined,Low Behavioural Score
APP0001020,C002401,2025-07-20,Nano,75.46,681,Approved,
APP0001021,C004753,2025-01-20,Nano,110.41,593,Approved,
APP0001022,C003021,2025-06-21,Nano,225.62,798,Approved,
APP0001023,C001935,2025-04-07,BNPL,395.14,761,Approved,
APP0001024,C001007,2025-06-11,Nano,231.8,782,Approved,
APP0001025,C004747,2025-06-23,Nano,207.61,648,Approved,
APP0001026,C000802,2025-02-07,ACS,23.27,523,Declined,Duplicate Application
APP0001027,C000451,2025-09-13,ACS,6.85,604,Approved,
APP0001028,C000682,2025-05-17,Nano,143.94,745,Approved,
APP0001029,C002758,2025-05-11,ACS,9.27,554,Declined,Low Behavioural Score
APP0001030,C001425,2025-02-19,ACS,6.95,408,Declined,Low Behavioural Score
APP0001031,C002905,2025-04-15,ACS,12.35,525,Approved,
APP0001032,C004118,2025-08-22,BNPL,677.35,328,Declined,Low Behavioural Score
APP0001033,C001456,2025-04-24,Nano,222.96,404,Declined,Low Behavioural Score
APP0001034,C000139,2025-09-25,Nano,273.72,666,Approved,
APP0001035,C001796,2025-04-12,ACS,22.99,766,Approved,
APP0001036,C003013,2025-01-29,Nano,43.7,846,Approved,
APP0001037,C003642,2025-06-01,Nano,218.01,701,Approved,
APP0001038,C000341,2025-05-09,BNPL,176.05,725,Approved,
APP0001039,C004393,2025-02-06,Nano,252.38,606,Approved,
APP0001040,C002966,2025-01-17,ACS,5.94,786,Approved,
APP0001041,C002409,2025-01-30,Nano,174.06,701,Declined,Policy Rule Failure
APP0001042,C001262,2025-04-24,ACS,25.49,775,Approved,
APP0001043,C004794,2025-04-14,ACS,14.09,702,Approved,
APP0001044,C000787,2025-05-15,Nano,136.58,803,Approved,
APP0001045,C002245,2025-02-03,Nano,204.32,796,Approved,
APP0001046,C002330,2025-05-27,Nano,110.19,570,Approved,
APP0001047,C002735,2025-05-31,Nano,284.99,796,Approved,
APP0001048,C001156,2025-05-07,BNPL,278.17,426,Approved,
APP0001049,C004718,2025-03-23,Nano,30.47,779,Approved,
APP0001050,C001892,2025-08-29,Nano,283.27,481,Declined,Low Behavioural Score
APP0001051,C003562,2025-04-29,ACS,16.54,404,Declined,Fraud Flag
APP0001052,C003166,2025-03-21,BNPL,828.53,555,Declined,Duplicate Application
APP0001053,C001015,2025-04-15,Nano,208.1,848,Approved,
APP0001054,C004682,2025-07-03,BNPL,804.34,789,Approved,
APP0001055,C002301,2025-04-15,BNPL,417.96,477,Declined,Low Behavioural Score
APP0001056,C003090,2025-05-18,ACS,28.66,738,Approved,
APP0001057,C003230,2025-07-25,BNPL,338.84,781,Approved,
APP0001058,C002536,2025-01-13,Nano,194.7,879,Approved,
APP0001059,C003191,2025-03-10,Nano,168.15,541,Approved,
APP0001060,C002786,2025-07-10,Nano,38.03,588,Approved,
APP0001061,C003703,2025-03-31,BNPL,832.53,438,Declined,High Existing Exposure
APP0001062,C002361,2025-04-04,Nano,45.57,433,Declined,Low Behavioural Score
APP0001063,C004063,2025-02-21,Nano,235.53,756,Approved,
APP0001064,C002815,2025-05-24,BNPL,504.1,529,Declined,Fraud Flag
APP0001065,C004993,2025-02-15,BNPL,719.38,509,Approved,
APP0001066,C002851,2025-05-18,Nano,128.62,760,Approved,
APP0001067,C002951,2025-07-25,Nano,206.21,702,Approved,
APP0001068,C002461,2025-10-12,ACS,20.96,780,Approved,
APP0001069,C001987,2025-07-09,Nano,131.77,469,Declined,Policy Rule Failure
APP0001070,C003942,2025-04-22,BNPL,868.21,565,Approved,
APP0001071,C003173,2025-04-07,ACS,28.63,797,Approved,
APP0001072,C001954,2025-01-25,BNPL,952.47,885,Approved,
APP0001073,C004035,2025-06-10,Nano,246.04,695,Approved,
APP0001074,C000543,2025-02-23,ACS,9.4,476,Declined,Low Behavioural Score
APP0001075,C000312,2025-08-04,BNPL,968.28,671,Approved,
APP0001076,C003216,2025-02-05,ACS,19.4,533,Approved,
APP0001077,C002291,2025-05-20,Nano,80.26,629,Approved,
APP0001078,C003981,2025-04-09,Nano,186.42,610,Approved,
APP0001079,C003321,2025-06-23,ACS,20.11,541,Declined,High Existing Exposure
APP0001080,C003901,2025-04-14,Nano,140.64,644,Declined,Duplicate Application
APP0001081,C001328,2025-02-08,Nano,50.92,398,Declined,Fraud Flag
APP0001082,C001261,2025-02-19,BNPL,698.69,545,Approved,
APP0001083,C001257,2025-04-25,Nano,67.33,507,Declined,High Existing Exposure
APP0001084,C003236,2025-02-26,ACS,11.53,519,Declined,High Existing Exposure
APP0001085,C003372,2025-04-08,BNPL,810.64,584,Declined,Low Behavioural Score
APP0001086,C004993,2025-02-23,BNPL,699.44,519,Approved,
APP0001087,C001085,2025-04-11,Nano,62.18,651,Approved,
APP0001088,C000523,2025-05-08,BNPL,609.44,365,Approved,
APP0001089,C004791,2025-02-11,Nano,93.6,719,Approved,
APP0001090,C002614,2025-09-08,ACS,23.04,757,Approved,
APP0001091,C001834,2025-04-23,Nano,117.93,672,Approved,
APP0001092,C001527,2025-01-22,Nano,75.74,318,Declined,Fraud Flag
APP0001093,C004418,2025-06-13,Nano,115.02,737,Approved,
APP0001094,C003957,2025-06-21,ACS,26.97,483,Declined,Low Behavioural Score
APP0001095,C000875,2025-05-26,ACS,6.2,900,Approved,
APP0001096,C001624,2025-07-18,ACS,23.29,668,Approved,
APP0001097,C004352,2025-05-30,Nano,281.36,701,Approved,
APP0001098,C003668,2025-02-02,ACS,11.42,781,Approved,
APP0001099,C004076,2025-08-09,ACS,9.06,551,Approved,
APP0001100,C000803,2025-03-30,ACS,28.45,623,Approved,
APP0001101,C002897,2025-08-10,ACS,15.17,538,Approved,
APP0001102,C000335,2025-05-11,ACS,10.16,457,Declined,Low Behavioural Score
APP0001103,C002253,2025-09-20,ACS,12.89,808,Approved,
APP0001104,C000521,2025-05-24,Nano,164.85,710,Approved,
APP0001105,C001342,2025-04-02,Nano,136.85,516,Declined,Policy Rule Failure
APP0001106,C001302,2025-02-10,Nano,168.43,871,Approved,
APP0001107,C000943,2025-02-01,Nano,128.56,581,Approved,
APP0001108,C004248,2025-08-29,Nano,168.52,628,Approved,
APP0001109,C001856,2025-05-31,Nano,272.8,612,Approved,
APP0001110,C000753,2025-03-24,Nano,249.4,629,Declined,Policy Rule Failure
APP0001111,C004942,2025-03-06,ACS,19.89,769,Approved,
APP0001112,C000167,2025-09-19,ACS,15.54,701,Approved,
APP0001113,C000742,2025-06-14,Nano,257.48,751,Approved,
APP0001114,C004268,2025-07-08,ACS,13.86,744,Approved,
APP0001115,C002257,2025-02-01,ACS,27.01,751,Approved,
APP0001116,C001875,2025-02-10,Nano,72.74,650,Approved,
APP0001117,C001526,2025-01-15,Nano,95.61,768,Approved,
APP0001118,C002944,2025-07-15,ACS,20.01,718,Approved,
APP0001119,C001795,2025-07-30,ACS,22.47,658,Approved,
APP0001120,C000419,2025-06-03,BNPL,927.94,346,Declined,High Existing Exposure
APP0001121,C004820,2025-03-16,ACS,15.61,696,Approved,
APP0001122,C004537,2025-07-24,ACS,15.28,656,Approved,
APP0001123,C000881,2025-02-15,Nano,38.93,466,Declined,Policy Rule Failure
APP0001124,C002523,2025-03-25,BNPL,710.73,766,Approved,
APP0001125,C002268,2025-07-09,Nano,239.78,475,Declined,Policy Rule Failure
APP0001126,C000448,2025-07-07,Nano,22.79,369,Declined,Low Behavioural Score
APP0001127,C001994,2025-03-16,BNPL,676.95,647,Approved,
APP0001128,C003170,2025-01-29,ACS,12.47,527,Declined,Duplicate Application
APP0001129,C000521,2025-05-17,Nano,229.79,710,Approved,
APP0001130,C001828,2025-04-27,ACS,6.78,447,Declined,Low Behavioural Score
APP0001131,C001257,2025-03-25,Nano,157.64,518,Declined,Policy Rule Failure
APP0001132,C001768,2025-02-05,Nano,264.15,787,Declined,Duplicate Application
APP0001133,C003150,2025-03-25,BNPL,983.13,535,Approved,
APP0001134,C002042,2025-04-05,Nano,221.74,762,Approved,
APP0001135,C003840,2025-04-28,Nano,43.71,627,Approved,
APP0001136,C002541,2025-08-27,Nano,171.88,691,Approved,
APP0001137,C003460,2025-05-25,ACS,18.2,635,Approved,
APP0001138,C003097,2025-01-12,Nano,156.83,328,Declined,Low Behavioural Score
APP0001139,C004085,2025-06-10,ACS,16.75,778,Declined,Duplicate Application
APP0001140,C000733,2025-05-12,Nano,25.93,712,Approved,
APP0001141,C004955,2025-01-21,ACS,22.17,762,Approved,
APP0001142,C003772,2025-04-22,ACS,20.01,601,Approved,
APP0001143,C000991,2025-02-16,Nano,173.41,583,Declined,Fraud Flag
APP0001144,C000136,2025-05-24,ACS,22.86,495,Declined,Policy Rule Failure
APP0001145,C000128,2025-06-20,Nano,174.65,816,Approved,
APP0001146,C003496,2025-02-08,Nano,139.49,660,Approved,
APP0001147,C002115,2025-08-25,Nano,113.6,586,Declined,Fraud Flag
APP0001148,C000917,2025-04-17,ACS,14.89,682,Approved,
APP0001149,C001589,2025-04-06,Nano,165.13,524,Declined,Duplicate Application
APP0001150,C002235,2025-02-03,ACS,14.36,740,Approved,
APP0001151,C000207,2025-03-03,ACS,16.01,644,Approved,
APP0001152,C002808,2025-03-07,Nano,198.79,786,Approved,
APP0001153,C000182,2025-01-01,Nano,175.2,677,Approved,
APP0001154,C003237,2025-06-09,Nano,142.16,518,Declined,Low Behavioural Score
APP0001155,C000306,2025-01-23,Nano,263.95,665,Approved,
APP0001156,C003956,2025-02-17,ACS,13.57,669,Approved,
APP0001157,C001266,2025-07-27,Nano,95.1,475,Declined,Fraud Flag
APP0001158,C002581,2025-07-01,ACS,13.5,469,Declined,Incomplete Data
APP0001159,C001930,2025-01-06,ACS,20.62,706,Approved,
APP0001160,C004401,2025-06-24,ACS,5.21,523,Approved,
APP0001161,C003972,2025-02-02,ACS,14.1,454,Declined,Policy Rule Failure
APP0001162,C004776,2025-06-04,Nano,32.34,316,Declined,Low Behavioural Score
APP0001163,C003578,2025-02-23,Nano,240.6,809,Approved,
APP0001164,C004881,2025-03-06,Nano,123.33,309,Declined,Low Behavioural Score
APP0001165,C001127,2025-03-22,ACS,9.08,686,Approved,
APP0001166,C001598,2025-04-16,Nano,159.02,580,Approved,
APP0001167,C004048,2025-03-09,Nano,122.14,735,Approved,
APP0001168,C000161,2025-06-02,ACS,28.17,468,Declined,Low Behavioural Score
APP0001169,C000895,2025-04-07,ACS,21.73,669,Approved,
APP0001170,C003579,2025-07-24,ACS,16.93,790,Approved,
APP0001171,C002000,2025-07-03,ACS,29.21,641,Approved,
APP0001172,C001260,2025-01-10,Nano,224.62,531,Declined,Policy Rule Failure
APP0001173,C001518,2025-07-06,ACS,9.87,642,Declined,High Existing Exposure
APP0001174,C003839,2025-01-04,BNPL,518.15,566,Approved,
APP0001175,C002401,2025-05-17,Nano,160.22,675,Approved,
APP0001176,C000026,2025-09-05,ACS,27.87,530,Declined,Incomplete Data
APP0001177,C002583,2025-12-24,ACS,18.91,623,Approved,
APP0001178,C003886,2025-03-25,ACS,22.16,675,Approved,
APP0001179,C000833,2025-03-13,BNPL,247.08,699,Declined,Low Behavioural Score
APP0001180,C000351,2025-08-28,ACS,15.14,458,Declined,Fraud Flag
APP0001181,C003139,2025-01-15,BNPL,263.02,491,Declined,Low Behavioural Score
APP0001182,C004397,2025-04-30,BNPL,504.65,606,Declined,Low Behavioural Score
APP0001183,C000354,2025-06-23,ACS,26.76,782,Approved,
APP0001184,C003257,2025-07-17,BNPL,869.09,644,Declined,Fraud Flag
APP0001185,C003894,2025-06-16,ACS,8.78,571,Declined,High Existing Exposure
APP0001186,C000809,2025-05-06,ACS,15.36,456,Declined,Low Behavioural Score
APP0001187,C001302,2025-05-11,BNPL,957.58,875,Approved,
APP0001188,C002540,2025-04-28,Nano,55.67,670,Approved,
APP0001189,C003055,2025-05-27,Nano,64.28,473,Declined,Duplicate Application
APP0001190,C002527,2025-06-06,ACS,7.3,789,Approved,
APP0001191,C000919,2025-02-27,Nano,166.04,720,Approved,
APP0001192,C004396,2025-02-08,Nano,299.2,528,Approved,
APP0001193,C002105,2025-06-28,ACS,27.2,564,Approved,
APP0001194,C002662,2025-05-02,BNPL,302.18,568,Approved,
APP0001195,C002679,2025-06-11,Nano,246.01,499,Declined,Policy Rule Failure
APP0001196,C002753,2025-05-09,ACS,5.69,681,Approved,
APP0001197,C001450,2025-04-18,Nano,188.26,602,Approved,
APP0001198,C001595,2025-03-03,ACS,26.82,640,Approved,
APP0001199,C000695,2025-03-04,Nano,119.14,780,Approved,
APP0001200,C003643,2025-09-12,Nano,128.53,663,Approved,
APP0001201,C001569,2025-06-25,ACS,21.32,669,Approved,
APP0001202,C000252,2025-08-31,ACS,26.85,811,Approved,
APP0001203,C000233,2025-02-28,Nano,171.88,593,Approved,
APP0001204,C004840,2025-03-04,Nano,283.01,356,Approved,
APP0001205,C002140,2025-04-07,ACS,19.66,714,Approved,
APP0001206,C003032,2025-03-13,ACS,13.6,695,Approved,
APP0001207,C002671,2025-04-17,Nano,256.25,508,Declined,Incomplete Data
APP0001208,C004229,2025-08-31,Nano,248.37,764,Approved,
APP0001209,C004440,2025-03-20,ACS,21.14,730,Approved,
APP0001210,C003906,2025-04-07,ACS,8.43,784,Approved,
APP0001211,C004911,2025-06-16,ACS,5.06,450,Declined,Fraud Flag
APP0001212,C001091,2025-06-07,BNPL,146.74,587,Approved,
APP0001213,C002247,2025-09-10,ACS,11.3,572,Approved,
APP0001214,C001446,2025-06-13,Nano,86.64,391,Approved,
APP0001215,C004165,2025-03-09,ACS,20.44,511,Declined,Policy Rule Failure
APP0001216,C001391,2025-04-14,ACS,15.78,668,Declined,High Existing Exposure
APP0001217,C003972,2025-03-06,Nano,27.27,484,Approved,
APP0001218,C001128,2025-05-03,ACS,26.64,488,Approved,
APP0001219,C003465,2025-04-26,Nano,186.24,659,Declined,Incomplete Data
APP0001220,C000080,2025-02-26,Nano,129.83,711,Declined,High Existing Exposure
APP0001221,C003944,2025-03-19,BNPL,447.83,510,Declined,Policy Rule Failure
APP0001222,C004135,2025-02-02,ACS,7.64,726,Approved,
APP0001223,C002816,2025-04-26,ACS,17.78,632,Approved,
APP0001224,C002690,2025-03-26,Nano,297.42,582,Approved,
APP0001225,C002297,2025-02-06,ACS,18.04,837,Approved,
APP0001226,C002956,2025-01-31,Nano,24.17,581,Approved,
APP0001227,C002828,2025-03-20,Nano,193.49,502,Approved,
APP0001228,C002459,2025-03-22,Nano,22.11,767,Approved,
APP0001229,C002604,2025-07-19,Nano,275.36,466,Approved,
APP0001230,C000622,2025-07-27,ACS,17.9,603,Approved,
APP0001231,C002330,2025-06-22,Nano,213.34,568,Approved,
APP0001232,C002181,2025-09-16,Nano,264.92,667,Approved,
APP0001233,C004477,2025-03-15,ACS,24.63,645,Approved,
APP0001234,C001469,2025-04-26,ACS,18.62,751,Approved,
APP0001235,C004841,2025-05-07,ACS,15.09,341,Declined,Low Behavioural Score
APP0001236,C004461,2025-05-31,Nano,278.72,570,Approved,
APP0001237,C003916,2025-07-02,Nano,26.47,556,Approved,
APP0001238,C003507,2025-04-15,ACS,15.15,531,Declined,Incomplete Data
APP0001239,C001585,2025-06-05,ACS,17.49,791,Approved,
APP0001240,C000814,2025-02-12,Nano,263.92,798,Approved,
APP0001241,C003950,2025-02-05,ACS,9.14,658,Approved,
APP0001242,C003510,2025-03-20,Nano,215.84,804,Approved,
APP0001243,C004158,2025-06-03,ACS,21.71,771,Approved,
APP0001244,C002742,2025-05-16,Nano,288.67,527,Declined,High Existing Exposure
APP0001245,C004492,2025-03-15,ACS,26.72,784,Approved,
APP0001246,C000409,2025-06-07,ACS,17.11,606,Approved,
APP0001247,C000549,2025-05-18,Nano,45.74,661,Approved,
APP0001248,C000348,2025-06-28,BNPL,856.22,618,Approved,
APP0001249,C001608,2025-02-11,Nano,89.33,593,Approved,
APP0001250,C000738,2025-02-09,ACS,23.86,693,Approved,
APP0001251,C000204,2025-02-10,Nano,177.35,673,Approved,
APP0001252,C004053,2025-02-08,ACS,6.2,877,Approved,
APP0001253,C000781,2025-03-23,Nano,20.77,554,Approved,
APP0001254,C004150,2025-02-02,ACS,8.18,706,Approved,
APP0001255,C003214,2025-07-19,Nano,96.45,583,Declined,Low Behavioural Score
APP0001256,C003041,2025-04-02,BNPL,346.79,815,Approved,
APP0001257,C000585,2025-08-13,Nano,82.01,667,Approved,
APP0001258,C000079,2025-03-03,ACS,26.75,751,Approved,
APP0001259,C000698,2025-09-01,Nano,169.43,556,Declined,Policy Rule Failure
APP0001260,C001586,2025-07-07,ACS,7.92,802,Approved,
APP0001261,C004783,2025-02-02,ACS,7.6,590,Approved,
APP0001262,C002005,2025-06-21,ACS,19.78,503,Declined,Duplicate Application
APP0001263,C001167,2025-08-27,BNPL,705.86,398,Declined,Low Behavioural Score
APP0001264,C001422,2025-10-29,ACS,22.84,519,Declined,Incomplete Data
APP0001265,C001675,2025-02-05,BNPL,688.17,385,Declined,Low Behavioural Score
APP0001266,C002906,2025-02-01,Nano,197.5,703,Approved,
