PerformanceID,LoanID,ReportMonth,AmountDue,AmountPaid,OutstandingBalance,DaysPastDue,DelinquencyBucket,DefaultFlag
PF00001479,L0000182,2025-11-01,74.49,34.08,379.44,25,1-30,False
PF00001480,L0000182,2025-12-01,74.49,72.41,307.03,0,Current,False
PF00001481,L0000183,2025-04-01,18.67,17.77,131.61,0,Current,False
PF00001482,L0000183,2025-05-01,18.67,18.19,113.42,0,Current,False
PF00001483,L0000183,2025-06-01,18.67,17.87,95.55,0,Current,False
PF00001484,L0000183,2025-07-01,18.67,17.99,77.56,0,Current,False
PF00001485,L0000183,2025-08-01,18.67,18.53,59.03,0,Current,False
PF00001486,L0000183,2025-09-01,18.67,18.19,40.84,0,Current,False
PF00001487,L0000183,2025-10-01,18.67,18.26,22.58,0,Current,False
PF00001488,L0000183,2025-11-01,18.67,18.44,4.14,0,Current,False
PF00001489,L0000183,2025-12-01,18.67,18.09,0.0,0,Current,False
PF00001490,L0000184,2025-01-01,72.85,70.07,512.75,0,Current,False
PF00001491,L0000184,2025-02-01,72.85,70.59,442.16,0,Current,False
PF00001492,L0000184,2025-03-01,72.85,70.69,371.47,0,Current,False
PF00001493,L0000184,2025-04-01,72.85,69.74,301.73,0,Current,False
PF00001494,L0000184,2025-05-01,72.85,72.37,229.36,0,Current,False
PF00001495,L0000184,2025-06-01,72.85,72.32,157.04,0,Current,False
PF00001496,L0000184,2025-07-01,72.85,69.65,87.39,0,Current,False
PF00001497,L0000184,2025-08-01,72.85,70.79,16.6,0,Current,False
PF00001498,L0000184,2025-09-01,72.85,69.87,0.0,0,Current,False
PF00001499,L0000184,2025-10-01,72.85,69.92,0.0,0,Current,False
PF00001500,L0000184,2025-11-01,72.85,63.96,0.0,4,1-30,False
PF00001501,L0000184,2025-12-01,72.85,38.47,0.0,3,1-30,False
PF00001502,L0000185,2025-03-01,2.17,2.15,15.22,0,Current,False
PF00001503,L0000185,2025-04-01,2.17,2.07,13.15,0,Current,False
PF00001504,L0000185,2025-05-01,2.17,2.13,11.02,0,Current,False
PF00001505,L0000185,2025-06-01,2.17,2.13,8.89,0,Current,False
PF00001506,L0000185,2025-07-01,2.17,2.15,6.74,0,Current,False
PF00001507,L0000185,2025-08-01,2.17,2.1,4.64,0,Current,False
PF00001508,L0000185,2025-09-01,2.17,2.12,2.52,0,Current,False
PF00001509,L0000185,2025-10-01,2.17,2.12,0.4,0,Current,False
PF00001510,L0000185,2025-11-01,2.17,2.13,0.0,0,Current,False
PF00001511,L0000185,2025-12-01,2.17,2.13,0.0,0,Current,False
PF00001512,L0000186,2025-07-01,13.01,12.42,91.64,0,Current,False
PF00001513,L0000186,2025-08-01,13.01,12.42,79.22,0,Current,False
PF00001514,L0000186,2025-09-01,13.01,6.14,73.08,24,1-30,False
PF00001515,L0000186,2025-10-01,13.01,1.03,72.05,48,31-60,False
PF00001516,L0000186,2025-11-01,13.01,0.03,72.02,85,61-90,False
PF00001517,L0000186,2025-12-01,13.01,0.69,71.33,79,90+,False
PF00001518,L0000187,2025-02-01,26.15,24.91,184.28,0,Current,False
PF00001519,L0000187,2025-03-01,26.15,25.63,158.65,0,Current,False
PF00001520,L0000187,2025-04-01,26.15,25.25,133.4,0,Current,False
PF00001521,L0000187,2025-05-01,26.15,25.35,108.05,0,Current,False
PF00001522,L0000187,2025-06-01,26.15,19.13,88.92,22,1-30,False
PF00001523,L0000187,2025-07-01,26.15,7.38,81.54,37,31-60,False
PF00001524,L0000187,2025-08-01,26.15,20.94,60.6,28,1-30,False
PF00001525,L0000187,2025-09-01,26.15,2.83,57.77,41,31-60,False
PF00001526,L0000187,2025-10-01,26.15,7.18,50.59,56,31-60,False
PF00001527,L0000187,2025-11-01,26.15,12.71,37.88,44,31-60,False
PF00001528,L0000187,2025-12-01,26.15,9.08,28.8,31,31-60,False
PF00001529,L0000188,2025-05-01,2.86,2.76,20.09,0,Current,False
PF00001530,L0000188,2025-06-01,2.86,2.72,17.37,0,Current,False
PF00001531,L0000188,2025-07-01,2.86,2.78,14.59,0,Current,False
PF00001532,L0000188,2025-08-01,2.86,2.77,11.82,0,Current,False
PF00001533,L0000188,2025-09-01,2.86,2.85,8.97,0,Current,False
PF00001534,L0000188,2025-10-01,2.86,2.79,6.18,0,Current,False
PF00001535,L0000188,2025-11-01,2.86,2.74,3.44,0,Current,False
PF00001536,L0000188,2025-12-01,2.86,2.8,0.64,0,Current,False
PF00001537,L0000189,2025-03-01,1.05,1.03,7.35,0,Current,False
PF00001538,L0000189,2025-04-01,1.05,1.05,6.3,0,Current,False
PF00001539,L0000189,2025-05-01,1.05,1.03,5.27,0,Current,False
PF00001540,L0000189,2025-06-01,1.05,1.03,4.24,0,Current,False
PF00001541,L0000189,2025-07-01,1.05,1.03,3.21,0,Current,False
PF00001542,L0000189,2025-08-01,1.05,1.03,2.18,0,Current,False
PF00001543,L0000189,2025-09-01,1.05,1.01,1.17,0,Current,False
PF00001544,L0000189,2025-10-01,1.05,0.94,0.23,16,1-30,False
PF00001545,L0000189,2025-11-01,1.05,0.82,0.0,25,1-30,False
PF00001546,L0000189,2025-12-01,1.05,1.0,0.0,0,Current,False
PF00001547,L0000190,2025-05-01,3.06,2.98,21.54,0,Current,False
PF00001548,L0000190,2025-06-01,3.06,3.03,18.51,0,Current,False
PF00001549,L0000190,2025-07-01,3.06,2.99,15.52,0,Current,False
PF00001550,L0000190,2025-08-01,3.06,2.93,12.59,0,Current,False
PF00001551,L0000190,2025-09-01,3.06,2.91,9.68,0,Current,False
PF00001552,L0000190,2025-10-01,3.06,2.96,-287.47937114894125,0,Current,False
PF00001553,L0000190,2025-11-01,3.06,2.94,3.78,0,Current,False
PF00001554,L0000190,2025-12-01,3.06,2.91,0.87,0,Current,False
PF00001555,L0000191,2025-06-01,7.98,7.86,55.95,0,Current,False
PF00001556,L0000191,2025-07-01,7.98,7.88,48.07,0,Current,False
PF00001557,L0000191,2025-08-01,7.98,7.76,40.31,0,Current,False
PF00001558,L0000191,2025-09-01,7.98,7.98,32.33,0,Current,False
PF00001559,L0000191,2025-10-01,7.98,7.94,24.39,0,Current,False
PF00001560,L0000191,2025-11-01,7.98,7.85,16.54,0,Current,False
PF00001561,L0000191,2025-12-01,7.98,7.64,8.9,0,Current,False
PF00001562,L0000192,2025-03-01,2.5,2.47,17.57,0,Current,False
PF00001563,L0000192,2025-04-01,2.5,2.4,15.17,0,Current,False
PF00001564,L0000192,2025-05-01,2.5,2.4,12.77,0,Current,False
PF00001565,L0000192,2025-06-01,2.5,2.47,10.3,0,Current,False
PF00001566,L0000192,2025-07-01,2.5,2.46,7.84,0,Current,False
PF00001567,L0000192,2025-08-01,2.5,1.24,6.6,18,1-30,False
PF00001568,L0000192,2025-09-01,2.5,1.27,5.33,9,1-30,False
PF00001569,L0000192,2025-10-01,2.5,0.8,4.53,19,1-30,False
PF00001570,L0000192,2025-11-01,2.5,2.46,2.07,0,Current,False
PF00001571,L0000192,2025-12-01,2.5,2.41,0.0,0,Current,False
PF00001572,L0000193,2025-09-01,40.28,38.42,283.8,0,Current,False
PF00001573,L0000193,2025-10-01,40.28,38.69,245.11,0,Current,False
PF00001574,L0000193,2025-11-01,40.28,39.19,205.92,0,Current,False
PF00001575,L0000193,2025-12-01,40.28,38.29,167.63,0,Current,False
PF00001576,L0000194,2025-04-01,0.78,0.7,5.58,8,1-30,False
PF00001577,L0000194,2025-05-01,0.78,0.29,5.29,3,1-30,False
PF00001578,L0000194,2025-06-01,0.78,0.28,5.01,48,31-60,False
PF00001579,L0000194,2025-07-01,0.78,0.11,4.9,64,61-90,False
PF00001580,L0000194,2025-08-01,0.78,0.15,4.75,85,90+,False
PF00001581,L0000194,2025-09-01,0.78,0.0,4.75,148,90+,True
PF00001582,L0000195,2025-05-01,3.16,3.04,22.2,0,Current,False
PF00001583,L0000195,2025-06-01,3.16,3.14,19.06,0,Current,False
PF00001584,L0000195,2025-07-01,3.16,3.01,16.05,0,Current,False
PF00001585,L0000195,2025-08-01,3.16,3.14,12.91,0,Current,False
PF00001586,L0000195,2025-09-01,3.16,3.14,9.77,0,Current,False
PF00001587,L0000195,2025-10-01,3.16,3.0,6.77,0,Current,False
PF00001588,L0000195,2025-11-01,3.16,3.1,3.67,0,Current,False
PF00001589,L0000195,2025-12-01,3.16,3.14,0.53,0,Current,False
PF00001590,L0000196,2025-05-01,5.81,5.74,40.74,0,Current,False
PF00001591,L0000196,2025-06-01,5.81,5.68,35.06,0,Current,False
PF00001592,L0000196,2025-07-01,5.81,5.53,29.53,0,Current,False
PF00001593,L0000196,2025-08-01,5.81,5.59,23.94,0,Current,False
PF00001594,L0000196,2025-09-01,5.81,5.75,18.19,0,Current,False
PF00001595,L0000196,2025-10-01,5.81,5.61,12.58,0,Current,False
PF00001596,L0000196,2025-11-01,5.81,5.76,6.82,0,Current,False
PF00001597,L0000196,2025-12-01,5.81,5.57,1.25,0,Current,False
PF00001598,L0000197,2025-02-01,23.95,23.3,168.33,0,Current,False
PF00001599,L0000197,2025-03-01,23.95,22.89,145.44,0,Current,False
PF00001600,L0000197,2025-04-01,23.95,16.49,128.95,23,1-30,False
PF00001601,L0000197,2025-05-01,23.95,6.6,122.35,35,31-60,False
PF00001602,L0000197,2025-06-01,23.95,6.94,115.41,60,31-60,False
PF00001603,L0000197,2025-07-01,23.95,5.92,109.49,79,61-90,False
PF00001604,L0000197,2025-08-01,23.95,1.41,108.08,90,61-90,False
PF00001605,L0000197,2025-09-01,23.95,4.41,103.67,82,90+,False
PF00001606,L0000197,2025-10-01,23.95,0.0,103.67,153,90+,True
PF00001607,L0000198,2025-03-01,0.72,0.71,5.04,0,Current,False
PF00001608,L0000198,2025-04-01,0.72,0.69,87297.49246108154,0,Current,False
PF00001609,L0000198,2025-05-01,0.72,0.69,3.66,0,Current,False
PF00001610,L0000198,2025-06-01,0.72,0.7,2.96,0,Current,False
PF00001611,L0000198,2025-07-01,0.72,0.71,2.25,0,Current,False
PF00001612,L0000198,2025-08-01,0.72,0.72,1.53,0,Current,False
PF00001613,L0000198,2025-09-01,0.72,0.69,0.84,0,Current,False
PF00001614,L0000198,2025-10-01,0.72,0.51,0.33,30,1-30,False
PF00001615,L0000198,2025-11-01,0.72,0.46,0.0,20,1-30,False
PF00001616,L0000198,2025-12-01,0.72,0.22,0.0,6,1-30,False
PF00001617,L0000199,2025-06-01,2.47,1.57,18.21,23,1-30,False
PF00001618,L0000199,2025-07-01,2.47,0.54,17.67,54,31-60,False
PF00001619,L0000199,2025-08-01,2.47,0.52,17.15,82,61-90,False
PF00001620,L0000199,2025-09-01,2.47,0.12,17.03,81,90+,False
PF00001621,L0000199,2025-10-01,2.47,0.0,17.03,91,90+,True
PF00001622,L0000200,2025-07-01,2.7,2.61,19.03,0,Current,False
PF00001623,L0000200,2025-08-01,2.7,2.64,16.39,0,Current,False
PF00001624,L0000200,2025-09-01,2.7,2.7,13.69,0,Current,False
PF00001625,L0000200,2025-10-01,2.7,2.57,11.12,0,Current,False
PF00001626,L0000200,2025-11-01,2.7,2.6,8.52,0,Current,False
PF00001627,L0000200,2025-12-01,2.7,2.66,5.86,0,Current,False
PF00001628,L0000201,2025-08-01,3.02,2.88,21.3,0,Current,False
PF00001629,L0000201,2025-09-01,3.02,2.99,18.31,0,Current,False
PF00001630,L0000201,2025-10-01,3.02,2.94,15.37,0,Current,False
PF00001631,L0000201,2025-11-01,3.02,1.47,13.9,21,1-30,False
PF00001632,L0000201,2025-12-01,3.02,2.92,10.98,0,Current,False
PF00001633,L0000202,2025-05-01,36.76,35.88,258.23,0,Current,False
PF00001634,L0000202,2025-06-01,36.76,27.99,230.24,24,1-30,False
PF00001635,L0000202,2025-07-01,36.76,36.14,194.1,0,Current,False
PF00001636,L0000202,2025-08-01,36.76,35.12,158.98,0,Current,False
PF00001637,L0000202,2025-09-01,36.76,34.93,124.05,0,Current,False
PF00001638,L0000202,2025-10-01,36.76,35.59,88.46,0,Current,False
PF00001639,L0000202,2025-11-01,36.76,36.7,51.76,0,Current,False
PF00001640,L0000202,2025-12-01,36.76,14.16,37.6,10,1-30,False
PF00001641,L0000203,2025-03-01,96.35,70.93,699.84,27,1-30,False
PF00001642,L0000203,2025-04-01,96.35,67.44,632.4,9,1-30,False
PF00001643,L0000203,2025-05-01,96.35,95.29,537.11,0,Current,False
PF00001644,L0000203,2025-06-01,96.35,91.83,445.28,0,Current,False
PF00001645,L0000203,2025-07-01,96.35,95.75,349.53,0,Current,False
PF00001646,L0000203,2025-08-01,96.35,93.55,255.98,0,Current,False
PF00001647,L0000203,2025-09-01,96.35,93.66,162.32,0,Current,False
PF00001648,L0000203,2025-10-01,96.35,95.52,66.8,0,Current,False
PF00001649,L0000203,2025-11-01,96.35,96.12,0.0,0,Current,False
PF00001650,L0000203,2025-12-01,96.35,91.82,0.0,0,Current,False
PF00001651,L0000204,2025-03-01,35.63,33.91,251.11,0,Current,False
PF00001652,L0000204,2025-04-01,35.63,34.08,217.03,0,Current,False
PF00001653,L0000204,2025-05-01,35.63,34.49,182.54,0,Current,False
PF00001654,L0000204,2025-06-01,35.63,34.05,148.49,0,Current,False
PF00001655,L0000204,2025-07-01,35.63,34.23,114.26,0,Current,False
PF00001656,L0000204,2025-08-01,35.63,35.16,79.1,0,Current,False
PF00001657,L0000204,2025-09-01,35.63,29.01,50.09,8,1-30,False
PF00001658,L0000204,2025-10-01,35.63,8.32,41.77,35,31-60,False
PF00001659,L0000204,2025-11-01,35.63,1.55,40.22,70,61-90,False
PF00001660,L0000204,2025-12-01,35.63,3.61,36.61,62,61-90,False
PF00001661,L0000205,2025-09-01,3.54,3.39,24.89,0,Current,False
PF00001662,L0000205,2025-10-01,3.54,3.49,21.4,0,Current,False
PF00001663,L0000205,2025-11-01,3.54,2.95,18.45,10,1-30,False
PF00001664,L0000205,2025-12-01,3.54,1.4,17.05,30,1-30,False
PF00001665,L0000206,2025-03-01,57.47,54.67,405.06,0,Current,False
PF00001666,L0000206,2025-04-01,57.47,54.81,350.25,0,Current,False
PF00001667,L0000206,2025-05-01,57.47,56.94,293.31,0,Current,False
PF00001668,L0000206,2025-06-01,57.47,56.79,236.52,0,Current,False
PF00001669,L0000206,2025-07-01,57.47,57.35,179.17,0,Current,False
PF00001670,L0000206,2025-08-01,57.47,54.83,124.34,0,Current,False
PF00001671,L0000206,2025-09-01,57.47,57.17,67.17,0,Current,False
PF00001672,L0000206,2025-10-01,57.47,57.17,10.0,0,Current,False
PF00001673,L0000206,2025-11-01,57.47,57.33,0.0,0,Current,False
PF00001674,L0000206,2025-12-01,57.47,57.13,0.0,0,Current,False
PF00001675,L0000207,2025-08-01,1.91,1.82,13.49,0,Current,False
PF00001676,L0000207,2025-09-01,1.91,1.87,11.62,0,Current,False
PF00001677,L0000207,2025-10-01,1.91,1.83,9.79,0,Current,False
PF00001678,L0000207,2025-11-01,1.91,1.86,7.93,0,Current,False
PF00001679,L0000207,2025-12-01,1.91,1.83,6.1,0,Current,False
PF00001680,L0000208,2025-04-01,51.41,42.77,368.49,12,1-30,False
PF00001681,L0000208,2025-05-01,51.41,22.31,346.18,2,1-30,False
PF00001682,L0000208,2025-06-01,51.41,30.96,315.22,9,1-30,False
PF00001683,L0000208,2025-07-01,51.41,49.87,265.35,0,Current,False
PF00001684,L0000208,2025-08-01,51.41,34.97,230.38,5,1-30,False
PF00001685,L0000208,2025-09-01,51.41,50.44,179.94,0,Current,False
PF00001686,L0000208,2025-10-01,51.41,49.47,130.47,0,Current,False
PF00001687,L0000208,2025-11-01,51.41,49.38,81.09,0,Current,False
PF00001688,L0000208,2025-12-01,51.41,48.89,32.2,0,Current,False
PF00001689,L0000209,2025-06-01,28.38,9.0,218.04,15,1-30,False
PF00001690,L0000209,2025-07-01,28.38,10.34,207.7,55,31-60,False
PF00001691,L0000209,2025-08-01,28.38,1.99,205.71,46,31-60,False
PF00001692,L0000209,2025-09-01,28.38,13.03,192.68,16,1-30,False
PF00001693,L0000209,2025-10-01,28.38,19.03,173.65,21,1-30,False
PF00001694,L0000209,2025-11-01,28.38,8.83,164.82,36,31-60,False
PF00001695,L0000209,2025-12-01,28.38,3.97,160.85,55,31-60,False
PF00001696,L0000210,2025-02-01,3.5,3.36,24.67,0,Current,False
PF00001697,L0000210,2025-03-01,3.5,3.47,21.2,0,Current,False
PF00001698,L0000210,2025-04-01,3.5,3.49,17.71,0,Current,False
PF00001699,L0000210,2025-05-01,3.5,3.36,14.35,0,Current,False
PF00001700,L0000210,2025-06-01,3.5,3.46,10.89,0,Current,False
PF00001701,L0000210,2025-07-01,3.5,3.34,7.55,0,Current,False
PF00001702,L0000210,2025-08-01,3.5,3.38,4.17,0,Current,False
PF00001703,L0000210,2025-09-01,3.5,3.38,0.79,0,Current,False
PF00001704,L0000210,2025-10-01,3.5,3.46,0.0,0,Current,False
PF00001705,L0000210,2025-11-01,3.5,3.35,0.0,0,Current,False
PF00001706,L0000210,2025-12-01,3.5,3.48,0.0,0,Current,False
PF00001707,L0000211,2025-04-01,22.05,21.89,154.52,0,Current,False
PF00001708,L0000211,2025-05-01,22.05,21.92,132.6,0,Current,False
PF00001709,L0000211,2025-06-01,22.05,21.49,111.11,0,Current,False
PF00001710,L0000211,2025-07-01,22.05,21.2,89.91,0,Current,False
PF00001711,L0000211,2025-07-01,22.05,22.0,67.91,0,Current,False
PF00001712,L0000211,2025-08-01,22.05,21.1,46.81,0,Current,False
PF00001713,L0000211,2025-09-01,22.05,21.68,25.13,0,Current,False
PF00001714,L0000211,2025-10-01,22.05,21.22,3.91,0,Current,False
PF00001715,L0000211,2025-11-01,22.05,21.7,0.0,0,Current,False
PF00001716,L0000211,2025-12-01,22.05,21.96,0.0,0,Current,False
PF00001717,L0000212,2025-02-01,1.58,1.53,11.11,0,Current,False
PF00001718,L0000212,2025-03-01,1.58,1.56,9.55,0,Current,False
PF00001719,L0000212,2025-04-01,1.58,1.54,8.01,0,Current,False
PF00001720,L0000212,2025-05-01,1.58,1.56,6.45,0,Current,False
PF00001721,L0000212,2025-06-01,1.58,0.8,5.65,19,1-30,False
PF00001722,L0000212,2025-07-01,1.58,0.36,5.29,46,31-60,False
PF00001723,L0000212,2025-08-01,1.58,0.3,4.99,62,61-90,False
PF00001724,L0000212,2025-09-01,1.58,0.46,4.53,70,90+,False
PF00001725,L0000212,2025-10-01,1.58,0.0,4.53,137,90+,True
PF00001726,L0000213,2025-02-01,107.47,105.24,754.55,0,Current,False
PF00001727,L0000213,2025-03-01,107.47,68.22,686.33,22,1-30,False
PF00001728,L0000213,2025-04-01,107.47,56.24,630.09,7,1-30,False
PF00001729,L0000213,2025-05-01,107.47,40.53,589.56,49,31-60,False
PF00001730,L0000213,2025-06-01,107.47,32.76,556.8,59,31-60,False
PF00001731,L0000213,2025-07-01,107.47,67.46,489.34,3,1-30,False
PF00001732,L0000213,2025-08-01,107.47,102.57,386.77,0,Current,False
PF00001733,L0000213,2025-09-01,107.47,102.24,284.53,0,Current,False
PF00001734,L0000213,2025-10-01,107.47,71.0,213.53,16,1-30,False
PF00001735,L0000213,2025-11-01,107.47,12.14,201.39,55,31-60,False
PF00001736,L0000213,2025-12-01,107.47,42.27,159.12,49,31-60,False
PF00001737,L0000214,2025-03-01,2.76,2.72,19.38,0,Current,False
PF00001738,L0000214,2025-04-01,2.76,2.7,16.68,0,Current,False
PF00001739,L0000214,2025-05-01,2.76,2.67,14.01,0,Current,False
PF00001740,L0000214,2025-06-01,2.76,2.75,11.26,0,Current,False
PF00001741,L0000214,2025-07-01,2.76,2.73,8.53,0,Current,False
PF00001742,L0000214,2025-07-01,2.76,2.75,5.78,0,Current,False
PF00001743,L0000214,2025-08-01,2.76,1.31,4.47,3,1-30,False
PF00001744,L0000214,2025-09-01,2.76,2.71,1.76,0,Current,False
PF00001745,L0000214,2025-10-01,2.76,2.73,0.0,0,Current,False
PF00001746,L0000214,2025-11-01,2.76,2.69,0.0,0,Current,False
PF00001747,L0000214,2025-12-01,2.76,2.74,0.0,0,Current,False
PF00001748,L0000215,2025-02-01,1.62,1.59,11.33,0,Current,False
PF00001749,L0000215,2025-03-01,1.62,1.59,9.74,0,Current,False
PF00001750,L0000215,2025-04-01,1.62,1.59,8.15,0,Current,False
PF00001751,L0000215,2025-05-01,1.62,1.58,6.57,0,Current,False
PF00001752,L0000215,2025-06-01,1.62,1.6,4.97,0,Current,False
PF00001753,L0000215,2025-07-01,1.62,1.6,3.37,0,Current,False
PF00001754,L0000215,2025-08-01,1.62,1.59,1.78,0,Current,False
PF00001755,L0000215,2025-09-01,1.62,1.54,0.24,0,Current,False
PF00001756,L0000215,2025-10-01,1.62,1.57,0.0,0,Current,False
PF00001757,L0000215,2025-10-01,1.62,1.55,0.0,0,Current,False
PF00001758,L0000215,2025-11-01,1.62,1.54,0.0,0,Current,False
PF00001759,L0000215,2025-12-01,1.62,1.61,0.0,0,Current,False
PF00001760,L0000216,2025-09-01,3.42,3.03,24.35,23,1-30,False
PF00001761,L0000216,2025-10-01,3.42,2.46,21.89,10,1-30,False
PF00001762,L0000216,2025-11-01,3.42,3.26,18.63,0,Current,False
PF00001763,L0000216,2025-12-01,3.42,3.28,15.35,0,Current,False
PF00001764,L0000217,2025-01-01,27.91,16.8,206.46,24,1-30,False
PF00001765,L0000217,2025-02-01,27.91,26.57,179.89,0,Current,False
PF00001766,L0000217,2025-03-01,27.91,19.03,160.86,17,1-30,False
PF00001767,L0000217,2025-04-01,27.91,27.16,133.7,0,Current,False
PF00001768,L0000217,2025-05-01,27.91,19.89,113.81,12,1-30,False
PF00001769,L0000217,2025-06-01,27.91,15.16,98.65,18,1-30,False
PF00001770,L0000217,2025-07-01,27.91,11.99,86.66,6,1-30,False
PF00001771,L0000217,2025-08-01,27.91,3.2,83.46,40,31-60,False
PF00001772,L0000217,2025-09-01,27.91,6.43,77.03,75,61-90,False
PF00001773,L0000217,2025-10-01,27.91,8.25,68.78,65,90+,False
PF00001774,L0000217,2025-11-01,27.91,0.0,68.78,91,90+,True
PF00001775,L0000218,2025-04-01,33.77,33.33,236.83,0,Current,False
PF00001776,L0000218,2025-05-01,33.77,22.39,214.44,4,1-30,False
PF00001777,L0000218,2025-06-01,33.77,33.47,180.97,0,Current,False
PF00001778,L0000218,2025-07-01,33.77,33.62,147.35,0,Current,False
PF00001779,L0000218,2025-08-01,33.77,15.62,131.73,8,1-30,False
PF00001780,L0000218,2025-09-01,33.77,16.13,115.6,19,1-30,False
PF00001781,L0000218,2025-10-01,33.77,32.75,82.85,0,Current,False
PF00001782,L0000218,2025-11-01,33.77,32.77,50.08,0,Current,False
PF00001783,L0000218,2025-12-01,33.77,33.48,16.6,0,Current,False
PF00001784,L0000219,2025-05-01,0.75,0.73,5.28,0,Current,False
PF00001785,L0000219,2025-06-01,0.75,0.72,4.56,0,Current,False
PF00001786,L0000219,2025-07-01,0.75,0.73,3.83,0,Current,False
PF00001787,L0000219,2025-08-01,0.75,0.74,3.09,0,Current,False
PF00001788,L0000219,2025-08-01,0.75,0.75,2.34,0,Current,False
PF00001789,L0000219,2025-09-01,0.75,0.73,1.61,0,Current,False
PF00001790,L0000219,2025-10-01,0.75,0.75,0.86,0,Current,False
PF00001791,L0000219,2025-11-01,0.75,0.74,0.12,0,Current,False
PF00001792,L0000219,2025-12-01,0.75,0.62,0.0,28,1-30,False
PF00001793,L0000220,2025-07-01,74.38,35.02,560.0,26,1-30,False
PF00001794,L0000220,2025-08-01,74.38,72.75,487.25,0,Current,False
PF00001795,L0000220,2025-09-01,74.38,71.18,416.07,0,Current,False
PF00001796,L0000220,2025-10-01,74.38,73.09,342.98,0,Current,False
PF00001797,L0000220,2025-11-01,74.38,71.45,271.53,0,Current,False
PF00001798,L0000220,2025-12-01,74.38,71.53,200.0,0,Current,False
PF00001799,L0000221,2025-04-01,0.81,0.81,5.67,0,Current,False
PF00001800,L0000221,2025-05-01,0.81,0.79,4.88,0,Current,False
PF00001801,L0000221,2025-06-01,0.81,0.78,4.1,0,Current,False
PF00001802,L0000221,2025-07-01,0.81,0.79,3.31,0,Current,False
PF00001803,L0000221,2025-08-01,0.81,0.8,2.51,0,Current,False
PF00001804,L0000221,2025-09-01,0.81,0.79,1.72,0,Current,False
PF00001805,L0000221,2025-10-01,0.81,0.78,0.94,0,Current,False
PF00001806,L0000221,2025-11-01,0.81,0.41,0.53,9,1-30,False
PF00001807,L0000221,2025-12-01,0.81,0.32,0.21,27,1-30,False
PF00001808,L0000222,2025-04-01,3.22,3.1,22.7,0,Current,False
PF00001809,L0000222,2025-05-01,3.22,1.39,21.31,5,1-30,False
PF00001810,L0000222,2025-06-01,3.22,1.24,20.07,45,31-60,False
PF00001811,L0000222,2025-07-01,3.22,0.74,19.33,61,61-90,False
PF00001812,L0000222,2025-08-01,3.22,0.72,18.61,63,90+,False
PF00001813,L0000222,2025-09-01,3.22,0.0,18.61,129,90+,True
PF00001814,L0000223,2025-01-01,123.4,119.97,867.27,0,Current,False
PF00001815,L0000223,2025-02-01,123.4,118.76,748.51,0,Current,False
PF00001816,L0000223,2025-03-01,123.4,121.37,627.14,0,Current,False
PF00001817,L0000223,2025-04-01,123.4,122.72,504.42,0,Current,False
PF00001818,L0000223,2025-05-01,123.4,117.26,387.16,0,Current,False
PF00001819,L0000223,2025-06-01,123.4,119.66,267.5,0,Current,False
PF00001820,L0000223,2025-07-01,123.4,117.33,150.17,0,Current,False
PF00001821,L0000223,2025-08-01,123.4,118.0,32.17,0,Current,False
PF00001822,L0000223,2025-09-01,123.4,121.23,0.0,0,Current,False
PF00001823,L0000223,2025-10-01,123.4,121.45,0.0,0,Current,False
PF00001824,L0000223,2025-11-01,123.4,121.73,0.0,0,Current,False
PF00001825,L0000223,2025-12-01,123.4,122.72,0.0,0,Current,False
PF00001826,L0000224,2025-06-01,87.27,85.97,612.16,0,Current,False
PF00001827,L0000224,2025-07-01,87.27,39.49,572.67,1,1-30,False
PF00001828,L0000224,2025-08-01,87.27,67.56,505.11,27,1-30,False
PF00001829,L0000224,2025-09-01,87.27,39.0,466.11,23,1-30,False
PF00001830,L0000224,2025-10-01,87.27,1.97,464.14,49,31-60,False
PF00001831,L0000224,2025-11-01,87.27,41.36,422.78,54,31-60,False
PF00001832,L0000224,2025-12-01,87.27,53.17,369.61,6,1-30,False
PF00001833,L0000225,2025-05-01,3.6,3.54,25.24,0,Current,False
PF00001834,L0000225,2025-06-01,3.6,3.56,21.68,0,Current,False
PF00001835,L0000225,2025-07-01,3.6,3.52,18.16,0,Current,False
PF00001836,L0000225,2025-08-01,3.6,3.43,14.73,0,Current,False
PF00001837,L0000225,2025-09-01,3.6,3.55,11.18,0,Current,False
PF00001838,L0000225,2025-10-01,3.6,3.59,7.59,0,Current,False
PF00001839,L0000225,2025-11-01,3.6,3.42,4.17,0,Current,False
PF00001840,L0000225,2025-12-01,3.6,3.49,0.68,0,Current,False
PF00001841,L0000226,2025-02-01,2.46,2.39,17.3,0,Current,False
PF00001842,L0000226,2025-03-01,2.46,1.6,15.7,10,1-30,False
PF00001843,L0000226,2025-04-01,2.46,2.43,13.27,0,Current,False
PF00001844,L0000226,2025-05-01,2.46,2.39,10.88,0,Current,False
PF00001845,L0000226,2025-06-01,2.46,2.39,8.49,0,Current,False
PF00001846,L0000226,2025-07-01,2.46,2.4,6.09,0,Current,False
PF00001847,L0000226,2025-08-01,2.46,2.46,3.63,0,Current,False
PF00001848,L0000226,2025-09-01,2.46,2.42,1.21,0,Current,False
PF00001849,L0000226,2025-10-01,2.46,2.39,0.0,0,Current,False
PF00001850,L0000226,2025-11-01,2.46,2.46,0.0,0,Current,False
PF00001851,L0000226,2025-12-01,2.46,2.46,0.0,0,Current,False
